,discipline,SPMDIR,PARCOACH-static,PARCOACH-dynamic,RMASanitizer-NoOpt,MUST-TSan
Correct-lockflushlocal-put_bufread-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-put_bufwrite-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-put_compare_and_swap-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-put_fetch_and_op-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-put_get-001.c,RMA,TN,FP,FP,TN,TN
Correct-lockflushlocal-put_get_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-put_put-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-put_raccumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-put_rget-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-put_rget_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-put_rput-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-raccumulate_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-raccumulate_bufread-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-raccumulate_bufwrite-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-raccumulate_compare_and_swap-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-raccumulate_fetch_and_op-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-raccumulate_get-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflushlocal-raccumulate_get_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-raccumulate_put-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-raccumulate_raccumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-raccumulate_rget-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-raccumulate_rget_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-raccumulate_rput-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-rget_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-rget_accumulate_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-rget_accumulate_bufread-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-rget_accumulate_bufwrite-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-rget_accumulate_compare_and_swap-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-rget_accumulate_fetch_and_op-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-rget_accumulate_get-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflushlocal-rget_accumulate_get_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-rget_accumulate_put-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-rget_accumulate_raccumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-rget_accumulate_rget-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-rget_accumulate_rget_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-rget_accumulate_rput-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-rget_bufread-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-rget_bufwrite-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-rget_compare_and_swap-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-rget_fetch_and_op-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-rget_get-001.c,RMA,TN,FP,TN,TN,TN
Correct-lockflushlocal-rget_get_accumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-rget_put-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-rget_raccumulate-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-rget_rget-001.c,RMA,TN,TN,TN,TN,TN
Correct-lockflushlocal-rget_rget_accumulate-001.c,RMA,TN,TN,TN,TN,TN
